,link,brand,product,price,Ram (Sistem Belleği),ssd_capacity,graphics_card,processor_type,operating_system,screen_size,screen_resolution,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,graphics_memory,İşlemci Modeli,processor_generation,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,touchscreen,Panel Tipi,Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,color,warranty_type,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,keyboard,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,warranty_period,Suya/Toza Dayanıklılık,Hızlı Şarj,fingerprint_reader,Şarjlı Kullanım Süresi,Optik Sürücü Tipi,country_of_origin,Kapasite,İşlemci Frekansı,Power Supply,hdmi,Beden,Tamir Edilebilirlik,CE Uygunluk Sembolu,İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı,Üretici Bilgisi,Ekran Kartı Gücü,Piksel Yoğunluğu,ssd,os,processor,gpu,screensize,resolution,gpumemory,cpugen,warranty,warrantyperiod,origin,fingerprint,Paket Görseli (arka),Sıvı Soğutma,Soket Tipi
2641,https://www.trendyol.com/acer/travelmate-p4-i5-1335u-16gb-ram-4tb-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-per4-canta-p-879877158,ACER TravelMate P4 i5 1335U16GB RAM 4TB SSD 14'' WUXGA W11P Taşınabilir Bilgisayar & PER4 ÇANTA,,,16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1335U,,12+,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,,,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,WUXGA,,Yok,Yok,,,,,,,,,,,,,,,,4 TB,Windows,Intel Core i5,Intel UHD Graphics,14 inç,1920 x 1200,Paylaşımlı,13. Nesil,ACER Türkiye Garantili,2 Yıl,,Yok,,,
2642,https://www.trendyol.com/acer/travelmate-p4-i5-1335u-32gb-ram-4tb-ssd-14-wuxga-fdos-tasinabilir-bilgisayar-per4-canta-p-879876974,ACER Travelmate P4 İ5 1335u32gb Ram 4tb Ssd 14'' Wuxga Fdos Taşınabilir Bilgisayar & Per4 Çanta,,"35.171,65 TL",32 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1335U,,12+,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,,1.7,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,WUXGA,,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,4 TB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel UHD Graphics,14 inç,1920 x 1200,Paylaşımlı,13. Nesil,ACER Türkiye Garantili,2 Yıl,,Yok,,,
2643,https://www.trendyol.com/acer/travelmate-p4-i5-1335u-32gb-ram-2tb-ssd-14-wuxga-w11p-tasinabilir-bilgisayar-per4-canta-p-879876538,ACER TravelMate P4 i5 1335U32GB RAM 2TB SSD 14'' WUXGA W11P Taşınabilir Bilgisayar & PER4 ÇANTA,,"31.576,15 TL",32 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1335U,,12+,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,,1.7,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,WUXGA,,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,2 TB,Windows,Intel Core i5,Intel UHD Graphics,14 inç,1920 x 1200,Paylaşımlı,13. Nesil,ACER Türkiye Garantili,2 Yıl,,Yok,,,
2644,https://www.trendyol.com/izoly/n12x-i5-3470-16gb-256gb-ssd-1tb-hdd-gt-740-4gb-24-oyuncu-masaustu-bilgisayar-p-79467322,"IZOLY N12x I5-3470 16gb 256gbSsd 1tb Hdd gt 740 4gb 24"" Oyuncu Masaüstü Bilgisayar",N12x I5-3470 16gb 256gb,13.999 TL,16 GB,,,,,,,,4 kg ve üzeri,100 Hz,Harici,,,,4,1 TB,,VA,DDR3,16 GB,,,3.2,,HDMI,Q Türkçe,DDR3,Full HD (FHD),,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,4 GB ve altı,,İzoly Türkiye Garantisi,2 Yıl,,,,,
2645,https://www.trendyol.com/acer/travelmate-p4-i5-1335u-20gb-ram-1tb-ssd-14-wuxga-w11h-tasinabilir-bilgisayar-per4-canta-p-879875765,ACER TravelMate P4 i5 1335U20GB RAM 1TB SSD 14'' WUXGA W11H Taşınabilir Bilgisayar & PER4 ÇANTA,,"25.222,61 TL",20 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1335U,,12+,HDD Yok,Yok,IPS,DDR4,64 GB,Siyah,,1.7,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,WUXGA,,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,1 TB,Windows,Intel Core i5,Intel UHD Graphics,14 inç,1920 x 1200,Paylaşımlı,13. Nesil,ACER Türkiye Garantili,2 Yıl,,Yok,,,
2646,https://www.trendyol.com/hp/victus-16-s1023nt-ryzen-7-8845hs-ai-32gb-4tb-ssd-6gb-rtx4050-win11pro-16-1-144hz-fhd-99z795ea48-p-878940549,"HP Victus 16-S1023NT Ryzen7-8845HS Aı 32GB 4tb SSD 6GB/RTX4050 WIN11PRO 16.1"" 144Hz Fhd 99Z795EA48",,"64.999,98 TL",32 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,Belirtilmemiş,,8,HDD Yok,Yok,IPS,DDR5,,Siyah,,3.2,,Wi-Fi,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,4 TB,Windows,AMD Ryzen 7,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,6 GB,8. Nesil,Resmi Distribütör Garantili,2 Yıl,,Yok,,,
2647,https://www.trendyol.com/yasomi/twin-up-2tb-ssd-16-core-i7-ddr4-10850h-islemci-win11pro-cift-ssd-cift-ekran-laptop-p-776388780,"Yasomi Twin-up 2tb Ssd 16""Core I7 Ddr4 10850h Işlemci Win11pro Çift Ssd Çift Ekran Laptop","Twin-up 2tb Ssd 16""",44.987 TL,64 GB,,,,,,,Tasarım,2 - 4 kg,60 Hz,Dahili,,10870H,,8,HDD Yok,Var,,DDR4,,Gri,,2.2,,USB - Bluetooth - HDMI,Q İngilizce,Dahili,Ultra HD 4K (UHD),,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,2 TB,Windows,Intel Core i7,Intel UHD Graphics,16 inç,1920 x 1200,Paylaşımlı,10. Nesil,Resmi Distribütör Garantili,2 Yıl,,Yok,,,
2648,https://www.trendyol.com/xaser/sword-x32-ryzen-7-5700x-32gb-ram-1tb-m-2-nvme-ssd-8gb-rtx4060-sivi-sogutmali-oyuncu-bilgisayar-p-904030555,XASER Sword X32 Ryzen 7 5700X32GB Ram 1TB M.2 NVMe SSD 8GB RTX4060 Sıvı Soğutmalı Oyuncu Bilgisayar,,,32 GB,,,,,,,,,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,,,,,DDR4,,,,,,,Yok,,Yok,,500 W ve üstü,,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 4060,,,8 GB,,Resmi Distribütör Garantili,2 Yıl,TR,,,,
2649,https://www.trendyol.com/lenovo/thinkpad-e16-g2-21ma008ytx-ultra-5-125u-16-gb-512-gb-16-freedos-p-920758792,"LENOVO Thinkpad E16 G221MA008YTX Ultra 5 125U 16 GB 512 GB 16"" FreeDOS",,"35.706,26 TL",16 GB,,,,,,,Ofis - İş,2 - 4 kg,Belirtilmemiş,Dahili,,125U,,Belirtilmemiş,HDD Yok,Yok,,DDR5,,Siyah,,,,USB - Bluetooth - HDMI,Q Türkçe,Dahili,FHD+,,,,,,,,,,,,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),Intel Core Ultra 5,Dahili Ekran Kartı,16 inç,1920 x 1200,Paylaşımlı,14. Nesil,Resmi Distribütör Garantili,2 Yıl,CN,,,,
2650,https://www.trendyol.com/asus/rog-strix-scar-16-g635lx-rw149-ultra9-275hx-64gb-1tb-ssd-rtx5090-24gb-dos-16-2-5k-240hz-wqxga-p-902005533,"ASUS Rog Strix Scar 16G635lx-rw149 Ultra9 275hx 64gb 1tb Ssd Rtx5090-24gb Dos 16"" 2.5k 240hz Wqxga",,255.999 TL,64 GB,,,,,,,Oyun,2 - 4 kg,240 Hz,Harici,,275HX,,24,HDD Yok,Yok,Mini LED,DDR5,,Siyah,,2.7,5.0,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),Belirtilmemiş,WQXGA,,,,,,,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core Ultra 9,Nvidia GeForce RTX 5090,16 inç,2560 x 1600,12 GB,Belirtilmemiş,Asus Türkiye Garantili,2 Yıl,TW,,,,
2651,https://www.trendyol.com/asus/vivobook-i5-1335u-16gb-256gb-m-2-ssd-x1504va-nj1424-atl4-15-6-fdos-tasinabilir-bilgisayar-p-899184528,"ASUS Vivobook I5-1335u 16gb256gb M.2 Ssd X1504va-nj1424 Atl4 15.6"" Fdos Taşınabilir Bilgisayar",,"18.197,54 TL",16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1335U,,10,HDD Yok,Yok,LED,DDR4,,Gri,,3.4,4.6,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),,,,,4-6 Saat,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Paylaşımlı,13. Nesil,Resmi Distribütör Garantili,2 Yıl,TV,,,,
2652,https://www.trendyol.com/dragos/wraith-i9-14900k-96gb-ddr5-ram-2tb-nvme-4-0-16gb-rtx5080-oyun-hazir-sistem-p-897199038,DRAGOS Wraith I9 14900k 96gbDdr5 Ram 2tb Nvme 4.0 16gb Rtx5080 Oyun Hazır Sistem,Wraith I9 14900k 96gb,,96 GB,,,,,,,,,,Harici,,,,24,1 TB,,,DDR5,,,,3.2,,,,Dahili,,,,,,,Yok,,1 TB,,500 W ve üstü,Var,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i9,Dahili Ekran Kartı,,,,,Resmi Distribütör Garantili,2 Yıl,,,,,
2653,https://www.trendyol.com/hp/victus-16-s1023nt-ryzen-7-8845hs-ai-32gb-ddr5-2tb-ssd-6gb-rtx4050-freedos-16-1-144hz-fhd-99z795ea07-p-878948661,"HP Victus 16-S1023NT Ryzen7-8845HS Aı 32GB Ddr5 2tb SSD 6GB/RTX4050 Freedos 16.1"" 144Hz Fhd 99Z795EA07",,"54.999,98 TL",32 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,Belirtilmemiş,,8,HDD Yok,Yok,IPS,DDR5,,Gri,,3.2,,Wi-Fi,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,2 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,6 GB,8. Nesil,Resmi Distribütör Garantili,2 Yıl,,Yok,,,
2654,https://www.trendyol.com/hp/victus-16-s1023nt-ryzen-7-8845hs-ai-32gb-1tb-ssd-6gb-rtx4050-win11home-16-1-144hz-fhd-99z795ea26-p-878947917,"HP Victus 16-S1023NT Ryzen7-8845HS Aı 32GB 1tb SSD 6GB/RTX4050 WIN11HOME 16.1"" 144Hz Fhd 99Z795EA26",,"53.999,98 TL",32 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,Belirtilmemiş,,8,HDD Yok,Yok,IPS,DDR5,,Lacivert,,3.2,,Wi-Fi,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,1 TB,Windows,AMD Ryzen 7,Nvidia GeForce RTX 4050,"16,1 inç",1920 x 1080,6 GB,8. Nesil,Resmi Distribütör Garantili,2 Yıl,,Yok,,,
2655,https://www.trendyol.com/lenovo/thinkbook-16-g6-abp-amd-ryzen-7-7730u-32gb-ram-1tb-ssd-windows-11-home-16-fhd-p-877191877,"LENOVO Thınkbook 16 G6 ABPAMD Ryzen™ 7 7730U 32GB Ram 1TB SSD   Windows 11 Home 16"" FHD",Thınkbook 16 G6 ABP,29.699 TL,32 GB,,,,,,,Ofis - İş,2 - 4 kg,60 Hz,Dahili,,7730U,,8,HDD Yok,Yok,IPS,DDR4,64 GB,Gri,,2,4.5,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Belirtilmemiş,WUXGA,,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,1 TB,Windows,AMD Ryzen 7,AMD Radeon Graphics,16 inç,1920 x 1200,Paylaşımlı,7. Nesil,Lenovo Türkiye Garantili,2 Yıl,,Yok,,,
2656,https://www.trendyol.com/xaser/abyss-x2-i5-12400f-16gb-512gb-m-2-ssd-8gb-rx580-256bit-24-100hz-masaustu-oyuncu-bilgisayari-p-883925900,"XASER Abyss X2 i5 12400F 16GB512GB M.2 SSD 8GB RX580 256Bit 24"" 100Hz Masaüstü Oyuncu Bilgisayarı",,,16 GB,,,,,,,,,100 Hz,Harici,,,,6,HDD Yok,,VA,DDR4,64 GB,,,2.5,,,RGB,GDDR5,Full HD (FHD),,,,,,Yok,,Yok,2.50 GHz - 3.00 GHz,500 W ve üstü,Var,,,,,,,,512 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,8 GB,,Resmi Distribütör Garantili,2 Yıl,,,,,
2657,https://www.trendyol.com/lenovo/82yu00q6tx-v15-g4-ryzen-5-7520u-15-6-8gb-ddr5-ram-256gb-ssd-free-dos-notebook-p-832485827,"LENOVO 82YU00Q6TX V15 G4RYZEN 5 7520U 15.6"" 8Gb DDR5 Ram, 256Gb SSD, Free Dos Notebook",,16.500 TL,8 GB,,,,,,,Ev - Okul,2 kg ve altı,60 Hz,Dahili,,7520U,,8,256 GB,Yok,LED,DDR5,8 GB,Gri,,2.8,4.3,USB-C,Q Türkçe (Aydınlatmasız),Belirtilmemiş,Full HD (FHD),,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 5,AMD Radeon R5,"15,6 inç",1920 x 1080,8 GB,5. Nesil,Lenovo Türkiye Garantili,2 Yıl,,Yok,,,
2658,https://www.trendyol.com/hp/255-g10-ryzen-5-7530u-40gb-ram-512gb-ssd-15-6-fhd-w11home-8a547ea-per4-canta-p-815349297,HP 255 G10 Ryzen 5 7530U 40GBRAM 512GB SSD 15.6'' FHD W11HOME 8A547EA & PER4 ÇANTA,,"24.505,51 TL",40 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,7530U,,6,HDD Yok,Yok,TN,DDR4,64 GB,Gri,,2,4.5,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,512 GB,Windows,AMD Ryzen 5,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,7. Nesil,HP Türkiye Garantili,2 Yıl,,Yok,,,
2659,https://www.trendyol.com/hp/250-g9-i5-1235u-32gb-1tb-ssd-15-6-fhd-fdos-6q8m5es-per4-canta-p-790324581,"HP 250 G9 i5 1235U 32GB 1TBSSD 15.6"" FHD FDOS 6Q8M5ES & PER4 ÇANTA",,"25.088,09 TL",32 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1235U,,10,HDD Yok,Yok,IPS,DDR4,,Gri,,2,4.4,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel XE Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,12. Nesil,HP Türkiye Garantili,2 Yıl,,Yok,,,
2660,https://www.trendyol.com/dragos/drx6138-ryzen-7-5700x-32gb-ram-1tb-m-2-nvme-ssd-8gb-rtx4060-oyun-hazir-sistem-p-765624095,DRAGOS Drx6138 Ryzen 7 5700x32gb Ram 1tb M.2 Nvme Ssd 8gb Rtx4060 Oyun Hazır Sistem,Drx6138 Ryzen 7 5700x,,32 GB,,,,,,,,4 kg ve üzeri,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,3.4,,Kablo,Yok,GDDR6,,,,,,,Yok,,1 TB,2.50 GHz - 3.00 GHz,500 W ve üstü,Var,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 4060,,,8 GB,,Resmi Distribütör Garantili,2 Yıl,CH,,,,
2661,https://www.trendyol.com/casper/nirvana-x600-1362-bv00a-g-f-intel-core-i7-13620h-16gb-ram-500gb-nvme-ssd-w11-home-15-6-laptop-p-843750213,"CASPER NirvanaX600.1362-BV00A-G-F Intel Core i7-13620H 16GB RAM 500GB NVMe SSD W11 Home 15,6"" Laptop",,25.999 TL,16 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,13620H,,10,HDD Yok,Yok,IPS,DDR4,,Siyah,,2.4,4.9,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),,Yok,Yok,,4-6 Saat,Yok,,,,,,,,,,,,,512 GB,Windows,Intel Core i7,Intel Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,13. Nesil,Casper Türkiye Garantili,2 Yıl,TR,Yok,,,
2662,https://www.trendyol.com/msi/sword-16-hx-b14vgkg-473xtr-i7-14650hx-32gb-ddr5-1tb-ssd-8gb-rtx4070-16-0-fhd-144hz-p-834340766,MSI Sword 16 HxB14vgkg-473xtr I7-14650hx 32gb Ddr5 1tb Ssd 8gb Rtx4070 16.0 Fhd 144hz,Sword 16 Hx,89.849 TL,32 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,14650HX,,20,HDD Yok,Yok,Yok,DDR5,64 GB,Siyah,,,,Bluetooth - HDMI,Q Türkçe,GDDR6,FHD+,,,,,,,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i7,Nvidia GeForce RTX 4070,16 inç,1920 x 1080,8 GB,14. Nesil,MSI Türkiye Garantili,2 Yıl,TW,,,,
2663,https://www.trendyol.com/asus/vivobook-15-x1504va-nj412a1-i7-1355u-8gb-1tbssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-cnt-p-779489941,"ASUS Vivobook 15X1504VA-NJ412A1 i7-1355U 8GB 1TBSSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar-CNT",,29.299 TL,8 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,1355U,,10,HDD Yok,Yok,,DDR4,,Gümüş,,,,HDMI - USB,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),,Yok,Yok,,,,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i7,Intel XE Graphics,"15,6 inç",1920 x 1080,Paylaşımlı,13. Nesil,Resmi Distribütör Garantili,2 Yıl,,Yok,,,
2664,https://www.trendyol.com/xaser/lexus-x70-ryzen-7-7700-32gb-ddr5-ram-2tb-m-2-nvme-ssd-12gb-rtx5070-sivi-sogutmali-oyuncu-bilgi-p-926038838,XASER Lexus x70 Ryzen 7 770032GB DDR5 Ram 2TB M.2 NVMe SSD 12GB RTX5070 Sıvı Soğutmalı Oyuncu Bilgi,,,32 GB,,,,,,,,,,Harici,,,,8,HDD Yok,,,DDR5,,,,3.3,,,Yok,GDDR6X,,,,,,,Yok,,Yok,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,2 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 5070,,,,,Resmi Distribütör Garantili,2 Yıl,TR,,,,
2665,https://www.trendyol.com/msi/stealth-18-hx-ai-a2xwhg-024tr-12gb-rtx5070ti-uyumlu-intel-ultra-9-32gb-ram-2tb-ssd-18-inc-qhd-240hz-p-924792610,MSI STEALTH 18 HX AIA2XWHG-024TR 12GB RTX5070TI Uyumlu İntel Ultra 9 32GB RAM 2TB SSD 18 inç QHD+ 240Hz,,173.999 TL,32 GB,,,,,,,Ofis - İş,2 - 4 kg,240 Hz,Belirtilmemiş,,7845HX,,8,Belirtilmemiş,Yok,,DDR5,,Siyah,,,,USB,Q Türkçe,GDDR6,QHD,,,,,,,,,,,,,,,,,,,2 TB,Windows,Intel Core i9,Nvidia GeForce RTX 5070 Ti,18 inç,2560 x 1600,12 GB,9. Nesil,MSI Türkiye Garantili,2 Yıl,TW,,,,
2666,https://www.trendyol.com/casper/nirvana-s100-16-300nit-core-i5-13420h-32gb-ddr5-ram-2tb-nvme-ssd-dos-laptop-s100-1342-dx00x-g-f-p-898617472,"CASPER Nirvana S100 16""300NIT Core i5-13420H 32GB DDR5 RAM 2TB NVME SSD Dos Laptop S100.1342-DX00X-G-F",,26.999 TL,32 GB,,,,,,,Ofis - İş,2 kg ve altı,60 Hz,Dahili,,13420H,,8,HDD Yok,Yok,IPS,DDR5,,Gri,,2.1,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,FHD+,,,,,4-6 Saat,Yok,,,,,,,,,,,,,2 TB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Intel Graphics,16 inç,1920 x 1200,Paylaşımlı,13. Nesil,Casper Türkiye Garantili,2 Yıl,TR,Var,,,
2667,https://www.trendyol.com/msi/katana-17-b13vek-1036xtr-i7-13620h-16gb-ddr5-1tb-ssd-6gb-rtx4050-17-3-fhd-144hz-dos-p-808523915,MSI KATANA 17 B13VEK-1036XTRI7-13620H 16GB DDR5 1TB SSD 6GB RTX4050 17.3 FHD 144Hz DOS,,57.999 TL,16 GB,,,,,,,Oyun,2 - 4 kg,144 Hz,Harici,,13620H,,16,HDD Yok,Yok,Full HD,DDR5,,Siyah,,2,,Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),,,,,4-6 Saat,,,,,,,,,,,,,,1 TB,Free Dos (İşletim Sistemi Yok),Intel Core i7,Nvidia GeForce RTX 4050,"17,3 inç",1920 x 1080,6 GB,13. Nesil,MSI Türkiye Garantili,2 Yıl,,,,,
2668,https://www.trendyol.com/izoly/n12x-i5-3470-16gb-256gb-ssd-1tb-hdd-gt-740-4gb-24-oyuncu-masaustu-bilgisayar-p-79467322,"IZOLY N12x I5-3470 16gb 256gbSsd 1tb Hdd gt 740 4gb 24"" Oyuncu Masaüstü Bilgisayar",N12x I5-3470 16gb 256gb,13.999 TL,16 GB,,,,,,,,4 kg ve üzeri,100 Hz,Harici,,,,4,1 TB,,VA,DDR3,16 GB,,,3.2,,HDMI,Q Türkçe,DDR3,Full HD (FHD),,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,4 GB ve altı,,İzoly Türkiye Garantisi,2 Yıl,,,,,
2669,https://www.trendyol.com/acer/nitro-v15-i7-13620h-16gb-256gb-ssd-rtx4060-8gb-15-6-165hz-fhd-w11h-gaming-laptop-per4-canta-p-903800084,ACER Nitro V15 i7 13620H 16GB256GB SSD RTX4060/8GB 15.6'' 165Hz FHD W11H Gaming Laptop & PER4 ÇANTA,,"51.232,67 TL",16 GB,,,,,,,Oyun,2 - 4 kg,165 Hz,Harici,,13620H,,16,HDD Yok,Yok,IPS,DDR5,,Siyah,,1.8,4.9,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),,,,,3 Saat ve Altı,,,,,,,,,,,,,,256 GB,Windows,Intel Core i7,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,8 GB,13. Nesil,ACER Türkiye Garantili,2 Yıl,TW,,,,
2670,https://www.trendyol.com/acer/nitro-v15-i7-13620h-16gb-1tb-ssd-rtx4060-8gb-15-6-165hz-fhd-w11h-gaming-laptop-per4-canta-p-903799355,ACER Nitro V15 i7 13620H 16GB1TB SSD RTX4060/8GB 15.6'' 165Hz FHD W11H Gaming Laptop & PER4 ÇANTA,,"54.310,88 TL",16 GB,,,,,,,Oyun,2 - 4 kg,165 Hz,Harici,,13620H,,16,HDD Yok,Yok,IPS,DDR5,,Siyah,,1.8,4.9,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),,,,,3 Saat ve Altı,,,,,,,,,,,,,,1 TB,Windows,Intel Core i7,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,8 GB,13. Nesil,ACER Türkiye Garantili,2 Yıl,TW,,,,
2671,https://www.trendyol.com/hp/250-g10-i5-1335u-8gb-256gb-ssd-15-6-fhd-mx550-fdos-g18a539ea01-weblegelsincanta-p-802125785,"HP 250 G10 I5 1335U 8gb 256GBSSD 15,6"" Fhd MX550 FDOS G18A539EA01+WEBLEGELSINÇANTA",,"29.999,95 TL",8 GB,,,,,,,Ofis - İş,2 kg ve altı,Belirtilmemiş,Harici,,1335U,,10,HDD Yok,Yok,,DDR4,,Gri,,2,4.6,HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),,Yok,Yok,,3 Saat ve Altı,Yok,,,,,,,,,,,,,256 GB,Free Dos (İşletim Sistemi Yok),Intel Core i5,Nvidia GeForce MX550,"15,6 inç",1920 x 1080,Paylaşımlı,13. Nesil,HP Türkiye Garantili,2 Yıl,,Yok,,,
2672,https://www.trendyol.com/xaser/sword-x32-ryzen-7-5700x-32gb-ram-1tb-m-2-nvme-ssd-8gb-rtx4060-sivi-sogutmali-oyuncu-bilgisayar-p-904030555,XASER Sword X32 Ryzen 7 5700X32GB Ram 1TB M.2 NVMe SSD 8GB RTX4060 Sıvı Soğutmalı Oyuncu Bilgisayar,,,32 GB,,,,,,,,,,Harici,,,,8,HDD Yok,,,DDR4,64 GB,,,,,,,DDR4,,,,,,,Yok,,Yok,,500 W ve üstü,,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,,,,1 TB,Free Dos (İşletim Sistemi Yok),AMD Ryzen 7,Nvidia GeForce RTX 4060,,,8 GB,,Resmi Distribütör Garantili,2 Yıl,TR,,,,
