,link,brand,product,price,cosmetic_condition,internal_storage,battery_power_mah,warranty_period,warranty_type,color,main_camera_resolution_range,screen_size,ram_capacity,mobile_connection_speed,camera_resolution,front_camera_count,screen_resolution,screen_technology,front_camera_resolution,front_camera_resolution_range,display_technology,main_camera_flash,front_camera_flash,screen_type,rear_camera_count,screen_size_range,operating_system,dual_sim,wireless_charging,face_recognition,touchscreen,charging_port,nfc,screen_refresh_rate,headphone_jack,charging_speed,expandable_storage,battery_capacity_range,fingerprint_reader,water_dust_resistance,artificial_intelligence,phone_model,video_recording_resolution,country_of_origin,radio,cpu_range,video_call,repairability,ce_compliance,importer_representative,manufacturer_info
543,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a04s-64-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-897303515,Samsung Yenilenmiş SamsungGalaxy A04s 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - A Kalite,,5.999 TL,A seviye-Mükemmel,64 GB,,,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a54-128gb-b-kalite-yesil-p-843800458,Samsung Yenilenmiş SAMSUNGGALAXY A54 128GB -B Kalite- Yeşil,Yenilenmiş SAMSUNG,12.539 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,40 - 60 MP,"6,4 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,https://www.trendyol.com/xiaomi/redmi-note-11-128-gb-6-gb-ram-mavi-yenilenmis-urun-sifir-gibi-p-827739894,Xiaomi Redmi Note 11 128 GB 6GB Ram Mavi  Yenilenmiş ÜRÜN (Sıfır Gibi),Redmi Note 11 128 GB 6,7.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,İthalatçı Garantili,Mavi,40 - 60 MP,6 - 8 inç,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-b-kalite-p-689222731,Apple Yenilenmiş iPhone 11 64GB Beyaz Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş iPhone 11 64,16.500 TL,B seviye-Çok İyi,64 GB,3110,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,10 - 15 MP,"6,1 inç",4 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,TR,,,,,,,
547,https://www.trendyol.com/apple/yenilenmis-iphone-xs-256-gb-altin-cep-telefonu-b-kalite-p-883247994,Apple Yenilenmiş Iphone Xs256 Gb Altın Cep Telefonu B Kalite,,15.999 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Altın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,https://www.trendyol.com/infinix/smart-8-pro-8-gb-ram-8-gb-sanal-ram-128-gb-turkiye-garantili-p-814336373,INFINIX Smart 8 Pro 8 Gb Ram8 Gb Sanal Ram 128 Gb ( Türkiye Garantili),Smart 8 Pro 8 Gb Ram,7.250 TL,,128 GB,5000,2 Yıl,KVK Garantili,Beyaz,40 - 60 MP,"6,6 inç",8 GB,4.5G,50 MP,1,HD+,HD+,8 MP,5 - 10 MP,LCD,Var,Var,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Yok,90 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Yok,Yok,iPhone 13 Pro Max,1080p (Full HD),,,,,,,,
549,https://www.trendyol.com/apple/yenilenmis-iphone-12-64-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-850443842,Apple Yenilenmiş Iphone 12 64Gb Beyaz Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,23.899 TL,C seviye-İyi,64 GB,,2 Yıl,,Beyaz,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,https://www.trendyol.com/xiaomi/yenilenmis-redmi-note-9s-128gb-a-kalite-mavi-p-812630559,Xiaomi Yenilenmiş REDMI NOTE9S 128GB -A Kalite- Mavi,,5.245 TL,A seviye-Mükemmel,64 GB,,1 Yıl,,Mavi,40 - 60 MP,"6,67 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-652852973,Apple Yenilenmiş iPhone 11 64GB Siyah Cep Telefonu (12 Ay Garantili) - B Kalite,Yenilenmiş iPhone 11 64,,B seviye-Çok İyi,64 GB,,1 Yıl,Üretici Garantili,Siyah,10 - 15 MP,"6,1 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-plus-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-887319966,Samsung Yenilenmiş SamsungGalaxy S22 Plus 128 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,,23.399 TL,C seviye-İyi,128 GB,,,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,https://www.trendyol.com/apple/iphone-16-pro-512gb-beyaz-titanyum-p-857296085,Apple iPhone 16 Pro 512GBBeyaz Titanyum,iPhone 16 Pro 512GB,94.899 TL,,512 GB,3000 - 4000,2 Yıl,Apple Türkiye Garantili,Beyaz,80 - 100 MP,"6,26 inç",8 GB,5G,20 MP ve üstü,1,FHD+,FHD+,12 MP,10 - 15 MP,SXRD,,,OLED,3,6'' - 6.5'',iOS,Var,Var,Var,Var,USB Type-C,Var,120 Hz,USB Type-C,20-40 W,,3500-4000 mAh,Yok,Var,Var,iPhone 16 Pro,2160p (Ultra HD) 4K,,Yok,,Var,,,,
554,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-fe-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-849050336,Samsung Yenilenmiş SamsungGalaxy S21 FE 128 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,,14.099 TL,C seviye-İyi,128 GB,,2 Yıl,,Beyaz,10 - 15 MP,"6,8 inç",Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,https://www.trendyol.com/apple/iphone-15-pro-max-1-tb-siyah-titanyum-p-762254864,Apple iPhone 15 Pro Max 1 TBSiyah Titanyum,iPhone 15 Pro Max 1 TB,,,1 TB,4000 - 5000,2 Yıl,Apple Türkiye Garantili,Siyah,40 - 60 MP,"6,7 inç",8 GB,5G,20 MP ve üstü,1,QHD+,Dinamik AMOLED,12 MP,40 - 60 MP,SXRD,,,FHD Süper AMOLED,3,6.5'' - 7'',iOS,Var,Var,Var,Var,USB Type-C,Var,144 Hz,USB Type-C,20-40 W,,4000-4500 mAh,Yok,Var,Var,iPhone 15 Pro Max,2160p (Ultra HD) 4K,,Yok,2.5-3.2 GHz,Var,,,,
557,https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-siyah-cep-telefonu-12-ay-garantili-b-kalite-p-850386710,Apple Yenilenmiş iPhone 11256 GB Siyah Cep Telefonu (12 Ay Garantili) - B Kalite,,21.449 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,https://www.trendyol.com/tecno/spark-20-256-gb-8-gb-ram-cep-telefonu-tecno-turkiye-garantili-p-816438034,TECNO SPARK 20 256 GB / 8 GBRAM Cep Telefonu (TECNO Türkiye Garantili),SPARK 20 256 GB / 8 GB,9.999 TL,,256 GB,5000,2 Yıl,Resmi Distribütör Garantili,Sarı,40 - 60 MP,"6,6 inç",8 GB,4G,50 MP,1,FHD+,FHD+,10 - 20 MP,20 - 40 MP,,Var,,LCD,2,6.5'' - 7'',Android,Yok,Yok,Var,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Yok,Yok,,,,,,,,,,
559,https://www.trendyol.com/samsung/galaxy-s20-plus-128gb-siyah-a-grade-yenilenmis-cep-telefonu-12-ay-garantili-p-775550205,Samsung Galaxy S20 Plus 128gbSiyah A Grade Yenilenmiş Cep Telefonu (12 AY GARANTİLİ),Galaxy S20 Plus 128gb,15.552 TL,A seviye-Mükemmel,128 GB,4500,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,10 - 15 MP,"6,7 inç",8 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,4500-5000 mAh,,,,,,,,,,,,,
560,https://www.trendyol.com/infinix/smart-8-4gb-128gb-ram-akilli-cep-telefonu-ithalatci-garantili-p-902394208,INFINIX Smart 8  4GB-128GBRam Akıllı Cep Telefonu   (İthalatçı Garantili),,5.899 TL,,128 GB,5000,2 Yıl,İthalatçı Garantili,Yeşil,10 - 15 MP,"6,6 inç",4 GB,4.5G,13 MP,1,HD+,,5 - 8 MP,5 - 10 MP,LCD,Var,Var,LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Yok,Yok,Yok,,,,,,,,,,
561,https://www.trendyol.com/apple/yenilenmis-iphone-14-128-gb-gece-yarisi-cep-telefonu-12-ay-garantili-c-kalite-p-887227370,Apple Yenilenmiş Iphone 14128 Gb Gece Yarısı Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,39.999 TL,C seviye-İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,https://www.trendyol.com/samsung/yenilenmis-galaxy-a32-128-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-851406455,Samsung Yenilenmiş Galaxy A32128 Gb Mavi Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,7.499 TL,C seviye-İyi,128 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-512gb-b-kalite-bordo-p-827698039,Samsung Yenilenmiş SAMSUNGGALAXY S22 ULTRA 512GB -B Kalite- Bordo,Yenilenmiş SAMSUNG,,B seviye-Çok İyi,512 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Bordo,100 -120 MP,"6,8 inç",12 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,https://www.trendyol.com/reeder/p13-blue-max-pro-6gb-256-gb-beyaz-cep-telefonu-reeder-turkiye-garantili-p-222708138,Reeder P13 Blue Max Pro6GB+256 GB Beyaz Cep Telefonu (Reeder Türkiye Garantili),P13 Blue Max Pro,6.999 TL,,256 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Beyaz,10 - 15 MP,"4 - 4,5 inç",6 GB,4.5G,5 MP ve altı,1,HD,,5 MP,5 - 10 MP,LCD,Var,Yok,LCD,3,6'' - 6.5'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Yok,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
565,https://www.trendyol.com/samsung/yenilenmis-galaxy-a34-128-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-894832900,Samsung Yenilenmiş Galaxy A34128 Gb Siyah Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,11.769 TL,A seviye-Mükemmel,128 GB,,2 Yıl,,Gümüş,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-m33-128gb-b-kalite-yesil-p-859621504,Samsung Yenilenmiş SAMSUNGGALAXY M33 128GB -B Kalite- Yeşil,,7.519 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,60 - 80 MP,"6,6 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-256gb-sari-cep-telefonu-12-ay-garantili-c-kalite-p-890241604,Samsung YENİLENMİŞ SAMSUNGGALAXY Z FLIP 5 256GB SARI CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,33.399 TL,C seviye-İyi,256 GB,,1 Yıl,,Sarı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,https://www.trendyol.com/reeder/s19-max-128gb-2-2-4-gb-ram-siyah-turkiye-garantili-p-861211932,Reeder S19 Max 128gb 2 2 4 GbRam Siyah (TÜRKİYE GARANTİLİ),S19 Max 128gb 2 2 4 Gb,5.750 TL,,128 GB,3950,2 Yıl,Resmi Distribütör Garantili,Siyah,10 - 15 MP,"6,51 inç",4 GB,4G,5 - 10 MP,1,HD+,FHD,5 MP,5 - 10 MP,LCD,Var,Yok,LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,3500-4000 mAh,Yok,Yok,Var,Reeder S19 Max,1080p (Full HD),TR,,,,,,,
569,https://www.trendyol.com/tecno/spark-20c-4-128-gb-yesil-tecno-turkiye-garantili-p-809793407,TECNO Spark 20C 4/128 GBYesil (TECNO Türkiye Garantili),Spark 20C 4/128 GB,7.000 TL,,128 GB,5000,2 Yıl,Üretici Garantili,Yeşil,10 - 15 MP,"6,6 inç",4 GB,4.5G,50 MP + 12 MP + 10 MP,1,,,,5 - 10 MP,,,,,2,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Var,,USB Type-C,,,4500-5000 mAh,,Yok,,,,,,,,,,,
570,https://www.trendyol.com/samsung/galaxy-z-flip-5-256-gb-yesil-p-779870410,Samsung Galaxy Z Flip 5 256Gb Yeşil,,"42.999,99 TL",,256 GB,3700,2 Yıl,Samsung TR Garantili,Yeşil,10 - 15 MP,"65"" / 165 Ekran",8 GB,5G,12 MP + 12 MP,1,,,,10 - 15 MP,,,,,2,6.5'' - 7'',Android,Var,,,Var,USB Type-C,Var,,USB Type-C,,,3500-4000 mAh,,Yok,,,,,,,,,,,
571,https://www.trendyol.com/apple/12-256gb-b-grade-yenilenmis-cep-telefonu-12-ay-garantili-p-650754986,Apple 12 256gb B GradeYenilenmiş Cep Telefonu (12 AY GARANTİLİ),12 256gb B Grade,27.268 TL,B seviye-Çok İyi,256 GB,2400 - 3000,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,10 - 15 MP,"6,1 inç",4 GB,,12 MP,,,,,,,,,,,,,,,,,,,,,,,2000-3000 mAh,,,,,,TR,,,,,,,
572,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a53-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-887227468,Samsung Yenilenmiş SamsungGalaxy A53 128 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,,10.999 TL,C seviye-İyi,128 GB,,1 Yıl,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,https://www.trendyol.com/apple/yenilenmis-apple-iphone-14-pro-max-256-gb-uzay-siyahi-12-ay-garantili-b-grade-p-848550104,Apple Yenilenmiş Apple iPhone14 Pro Max 256 GB Uzay Siyahı (12 Ay Garantili) - B Grade,,,B seviye-Çok İyi,256 GB,,2 Yıl,,Gri,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,https://www.trendyol.com/apple/yenilenmis-iphone-se-2022-128-gb-gece-yarisi-12-ay-garantili-a-grade-p-848535337,Apple Yenilenmiş Iphone Se2022 128 Gb Gece Yarısı (12 AY GARANTİLİ) - A Grade,,,A seviye-Mükemmel,128 GB,2800 ve üstü,1 Yıl,,Mavi,10 - 15 MP,"4 - 4,5 inç",2 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,2000-3000 mAh,,,,,,,,,,,,,
575,https://www.trendyol.com/samsung/yenilenmis-galaxy-s24-256gb-gri-cep-telefonu-12-ay-garantili-b-kalite-p-905553196,Samsung YENİLENMİŞ GALAXY S24256GB GRİ CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,34.599 TL,B seviye-Çok İyi,256 GB,,1 Yıl,İthalatçı Garantili,Gri,10 - 15 MP,"6,8 inç",8 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,https://www.trendyol.com/samsung/yenilenmis-galaxy-s21-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-849050043,Samsung Yenilenmiş Galaxy S21128 Gb Beyaz Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,15.099 TL,C seviye-İyi,128 GB,,2 Yıl,,Gri,10 - 15 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-849050009,Samsung Yenilenmiş SamsungGalaxy S21 128 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,,15.099 TL,C seviye-İyi,128 GB,,2 Yıl,,Beyaz,10 - 15 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,https://www.trendyol.com/samsung/yenilenmis-galaxy-s21-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-849050005,Samsung Yenilenmiş Galaxy S21128 Gb Beyaz Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,15.099 TL,C seviye-İyi,128 GB,,2 Yıl,,Mor,10 - 15 MP,"6,8 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,https://www.trendyol.com/reeder/s19-max-2-2-gb-ram-128-gb-hafiza-yesil-p-846529277,Reeder S19 MAX 2 + 2 GB RAM /128 GB HAFIZA YEŞİL,S19 MAX 2 + 2 GB RAM /,4.999 TL,,128 GB,3000 - 7900,2 Yıl,Reeder Türkiye Garantili,Yeşil,10 - 15 MP,6 - 8 inç,2 GB,4.5G,5 MP ve altı,1,HD,,5 MP,5 MP ve altı,LCD,Var,Yok,LCD,2,6'' - 6.5'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,3500-4000 mAh,Yok,Yok,Yok,,,,,,,,,,
581,https://www.trendyol.com/vivo/vivo-y17s-128-gb-4-gb-ram-isiltili-mor-cep-telefonu-p-828823263,vivo VİVO Y17s 128 GB 4 GBRAM Işıltılı Mor Cep Telefonu,VİVO Y17s 128 GB 4 GB,8.499 TL,,128 GB,5000,2 Yıl,Üretici Garantili,Mor,40 - 60 MP,"6,5 inç",4 GB,4.5G,50 MP,1,FHD+,,,5 - 10 MP,,Var,,LCD,2,6.5'' - 7'',Android,Yok,Yok,Var,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Yok,Yok,,,,,,,,,,
582,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a33-128gb-a-kalite-mavi-p-827556207,Samsung Yenilenmiş SAMSUNGGALAXY A33 128GB -A Kalite- Mavi,Yenilenmiş SAMSUNG,9.669 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,20 - 40 MP,"6,7 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,https://www.trendyol.com/hiking/a40-4gb-ram-128gb-hafiza-6-52-mavi-akilli-telefon-turkiye-garantili-p-754871606,"Hikıng A40 4gb Ram, 128gbHafıza, 6.52'' Mavi Akıllı Telefon (TÜRKİYE GARANTİLİ)",,5.390 TL,,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Mavi,20 - 40 MP,6 - 8 inç,6 GB,4G,5 MP ve altı,1,HD+,FHD+,8 MP ve üstü,5 - 10 MP,LCD,Var,Var,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Yok,Yok,Yok,,,,,,,,,,
584,https://www.trendyol.com/apple/yenilenmis-apple-iphone-14-pro-256-gb-derin-mor-12-ay-garantili-b-grade-p-848531361,Apple Yenilenmiş Apple iPhone14 Pro 256 GB Derin Mor (12 Ay Garantili) - B Grade,Yenilenmiş Apple iPhone,,B seviye-Çok İyi,256 GB,,2 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Lacivert,10 - 15 MP,"6,8 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-512-gb-pasifik-mavisi-cep-telefonu-12-ay-garantili-c-kalite-p-846882200,Apple Yenilenmiş iPhone 12Pro Max 512 GB Pasifik Mavisi Cep Telefonu (12 Ay Garantili) - C Kalite,,34.799 TL,C seviye-İyi,512 GB,,1 Yıl,Üretici Garantili,Mavi,10 - 15 MP,6 inç ve üstü,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,https://www.trendyol.com/samsung/galaxy-a15-6-gb-ram-128-gb-sari-samsung-turkiye-garantili-p-793616428,Samsung Galaxy A15 6 GB RAM128 GB Sarı (Samsung Türkiye Garantili),Galaxy A15 6 GB RAM,10.499 TL,,128 GB,5000,2 Yıl,Samsung TR Garantili,Sarı,40 - 60 MP,"6,5 inç",6 GB,4G,50 MP,1,FHD+,FHD+,10 - 20 MP,10 - 15 MP,AMOLED,Var,Yok,Süper AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Var,90 Hz,USB Type-C,20-40 W,Var,4500-5000 mAh,Var,Var,Yok,,1080p (Full HD),,,,,,,,
587,https://www.trendyol.com/samsung/galaxy-m13-64-gb-bakir-cep-telefonu-samsung-turkiye-garantili-p-322577862,Samsung Galaxy M13 64 GBBakır Cep Telefonu (Samsung Türkiye Garantili),Galaxy M13 64 GB,9.999 TL,,64 GB,5000,2 Yıl,Samsung TR Garantili,Pembe,40 - 60 MP,"7,0 inç",4 GB,4.5G,20 MP ve üstü,1,FHD+,,14 - 20 MP,5 - 10 MP,LCD,Var,Yok,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Var,Yok,Yok,Samsung Galaxy M13,,,,,,,,,
588,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-256-gb-derin-mor-cep-telefonu-12-ay-garantili-b-kalite-p-874808962,Apple Yenilenmiş Iphone 14Pro 256 Gb Derin Mor Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,56.499 TL,B seviye-Çok İyi,256 GB,,2 Yıl,,Lacivert,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a3-64-gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-851413257,Samsung Yenilenmiş SamsungGalaxy A3 64 GB Siyah Cep Telefonu (12 Ay Garantili) - C Kalite,,4.799 TL,C seviye-İyi,64 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a72-128-gb-mavi-cep-telefonu-12-ay-garantili-b-kalite-p-851386167,Samsung Yenilenmiş SamsungGalaxy A72 128 GB Mavi Cep Telefonu (12 Ay Garantili) - B Kalite,,11.899 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,https://www.trendyol.com/xiaomi/redmi-10a-4-1gb-ram-64-gb-hafiza-xiaomi-turkiye-garantili-p-773779908,Xiaomi Redmi 10A 4+1GB RAM 64GB HAFIZA (Xiaomi Türkiye Garantili),,6.399 TL,,64 GB,5000,2 Yıl,KVK Garantili,Mavi,10 - 15 MP,"6,53 inç",4 GB,4.5G,13 MP,1,HD+,,1 MP ve altı,5 - 10 MP,LCD,Var,,LCD,1,6.5'' - 7'',Android,Var,Yok,Yok,Var,Micro-USB,Yok,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
592,https://www.trendyol.com/apple/yenilenmis-iphone-xr-white-64-gb-p-318812467,Apple Yenilenmiş iPhone XrWhite 64 GB,Yenilenmiş iPhone Xr,12.399 TL,A seviye-Mükemmel,64 GB,,1 Yıl,Resmi Distribütör Garantili,Beyaz,20 - 40 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,https://www.trendyol.com/apple/yenilenmis-iphone-12-256-gb-mor-cep-telefonu-12-ay-garantili-a-kalite-p-892541434,Apple Yenilenmiş iPhone 12256 GB MOR Cep Telefonu (12 Ay Garantili) - A Kalite,,28.999 TL,A seviye-Mükemmel,256 GB,,,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-256-gb-derin-mor-a-kalite-12-ay-garantili-p-865705919,Apple Yenilenmiş Iphone 14Pro 256 Gb Derin Mor A Kalite ( 12 Ay Garantili ),Yenilenmiş Iphone 14,60.499 TL,A seviye-Mükemmel,256 GB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a33-128gb-b-kalite-beyaz-p-850443799,Samsung Yenilenmiş SAMSUNGGALAXY A33 128GB -B Kalite- Beyaz,Yenilenmiş SAMSUNG,9.479 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Beyaz,15 - 20 MP,"6,4 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-128gb-a-kalite-siyah-p-689227600,Apple Yenilenmiş Iphone 12Pro 128gb -a Kalite- Siyah,Yenilenmiş Iphone 12,34.499 TL,A seviye-Mükemmel,128 GB,5020,1 Yıl,İthalatçı Garantili,Gri,5 MP ve altı,"6,1 inç",4 GB,,200 MP + 8 MP + 2 MP,,,,,,,,,,,,,,,,,,,,,,,3000-3500 mAh,,,,,,TR,,,,Yetkili Servis ile Tamiri Gerekir.,,,
